image_id,filename,sha256,sha256_12,mime_type,byte_size,pixel_width,pixel_height,mode,duplicate_content_of_image_id,use_count,status
image-83531715a21afe50d936bcabe572a766a89146bf,2a60214204e2.png,2a60214204e21f2b02dab80e9ace1ee5601fb6ef12e2af60ea1623ce1acb1dbb,2a60214204e2,image/png,22964,859,350,RGBA,,1,extracted
image-ab44eb785b34b2bee1037d3944899952372fb9f2,8bf929dc8951.png,8bf929dc895183339392526fa8460f802bbdf361571277b0fa2718b07486b308,8bf929dc8951,image/png,31557,854,460,RGBA,,1,extracted
image-937d70249db3cc54bc73046bab7d7b43f8cbf3b4,6f5644b50fc2.png,6f5644b50fc272b6237166a36eff45170e1556f2061594097314a0e88211de4e,6f5644b50fc2,image/png,35697,852,486,RGBA,,1,extracted
image-529d29e4e6d728a3e21eadec51ae37fa14eb8859,c6a465fce452.png,c6a465fce4524e16875f33b83a00be802ffde60d61eaeea28db41f7842a00b86,c6a465fce452,image/png,13627,827,224,RGBA,,1,extracted
image-511cc781c1f0b8b7c0dc20ae82ba3743650b520e,59ba2ee918ac.png,59ba2ee918aca1c750c66c21425610ec1029e5262a69804fef67f41a2fccc8b6,59ba2ee918ac,image/png,27373,903,364,RGBA,,1,extracted
image-8c664d81d693e283e2979fb39693b7521b6cccc7,a0277b2a5a12.png,a0277b2a5a1221a582727b1d47d3d148c397885b37a78745987e2d8194f2b327,a0277b2a5a12,image/png,43352,873,529,RGBA,,1,extracted
image-921c7337c59c4d3130e4d426942e02e2a8eb8e99,6ce227f4315e.png,6ce227f4315ed95b624055dd194605a32f2b73470da2b00b9d1125b8cdb02e4a,6ce227f4315e,image/png,13032,683,268,RGBA,,1,extracted
image-da632cb5632472b5b239be9c84f9bfc575fa021e,fd10b5fdce92.png,fd10b5fdce925f66152a250bb297bcf7bace17a7a2ba7314a79fb6bc8ab041f9,fd10b5fdce92,image/png,25799,604,420,RGBA,,1,extracted
image-b66950196c3235a5c09ddad1d65ac196898d3007,64f6d98351de.png,64f6d98351de6ccac8852a1c848998000e15e7815cc9a6d0d8b95897f0e0234e,64f6d98351de,image/png,24949,800,385,RGBA,,1,extracted
image-76156e2b5566a41622a0d0c339d4fc062bce8d79,8d2006187a7d.png,8d2006187a7d4d67b56e36b22098c361b6b1c366075d44f3c4843124d43011ca,8d2006187a7d,image/png,26363,894,453,RGBA,,1,extracted
image-58ec02ca9777596cb08111d7279910f1bf75c745,e1aab927d3f9.png,e1aab927d3f9e90ef580ebaf5a876b129bee711f60b75741fa9e520652e4bfc9,e1aab927d3f9,image/png,23570,859,257,RGBA,,1,extracted
image-cc8a6aa13d6ed3bcfb7740ec5c08b738412d2e7f,303d0056fea5.png,303d0056fea5f42addb3dae55a22bbd0972ccac0afdce602926d09ce049c2d63,303d0056fea5,image/png,32924,863,519,RGBA,,1,extracted
image-83637fed83932c87bde564f2636c868b2ceb164d,cd91b851c463.png,cd91b851c463382b87a7385f4399e9a30d9c6401f89bb041d49efaa93335d870,cd91b851c463,image/png,45724,820,562,RGBA,,1,extracted
image-8d89a8b3280687a22f9cec45eb5d9f4dfe291251,8b44e8f647cd.png,8b44e8f647cd5c837bc02dfb75f90ea15b64c998c2738b94a4bc489e5704fe0e,8b44e8f647cd,image/png,37433,886,453,RGBA,,1,extracted
image-fd92f6284370245011dd42c7a5d829ea1c2c2976,f47d0d39a9e8.png,f47d0d39a9e8dbaaa956dadfa0fb1118397f731e28d85e050a4aceb706c25afd,f47d0d39a9e8,image/png,31303,863,423,RGBA,,1,extracted
image-ac5b5fd02e8957ebe7503783e0396c5efb57ea75,93b1d273031f.png,93b1d273031ff1c14a1c4bb26986f0ec9c9e4ae1e62503660afca358e3d2ce46,93b1d273031f,image/png,32460,867,429,RGBA,,1,extracted
image-5237ae95fc683586a9054e52530c8695172d4c6d,023ff35ffa0d.png,023ff35ffa0d502011f19fd1ead31ecaff367d5330ac69955472bf35fc5f0ee2,023ff35ffa0d,image/png,49410,855,575,RGBA,,1,extracted
image-7e37cbd6f92adc5ecb231daf3cd5e84269d17524,4f1e49e429a5.png,4f1e49e429a5e1c51d3209376724f6ba4f3f5f7b8f76b021513c794aa2fe6017,4f1e49e429a5,image/png,39314,881,615,RGBA,,1,extracted
image-75c9bbce322b62719f5d673b290af7411968bea3,2c9c0835c972.png,2c9c0835c9722c61168d67fd3c9bd77fed98615bd7edf3af825b8f4375ed93ee,2c9c0835c972,image/png,30145,834,404,RGBA,,1,extracted
image-b826d410ff8514c3fc77bbbedebebc7445abf354,3d76b46069a3.png,3d76b46069a357a13501c82f24fb541f3a83ee6ae8fc2405838195bd7ae92c0d,3d76b46069a3,image/png,45549,855,621,RGBA,,1,extracted
image-875e86e60d90b46fa574312b2772e15405c4b9f2,1ac4a9c7938b.png,1ac4a9c7938bbc04c4f8dbca695ea02c17df4ec3b7f19d48e90e4770b0cdaaf0,1ac4a9c7938b,image/png,31501,832,453,RGBA,,1,extracted
